year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2013,Lexus,RX 350,Base,SUV,automatic,fl,4.2,21523.0,black,gray,31400
2013,Honda,Accord,EX-L,Sedan,automatic,nv,4.8,8050.0,burgundy,beige,21400
2011,Chevrolet,Malibu,LT1,Sedan,automatic,ga,1.9,106827.0,white,gray,4500
2012,Nissan,Leaf,SL,Hatchback,automatic,co,4.8,11424.0,white,gray,12800
2012,Infiniti,G Convertible,G37,g convertible,automatic,tn,4.1,23894.0,white,tan,31200
2014,GMC,Sierra 1500,SLT,crew cab,automatic,tn,5.0,12312.0,burgundy,gray,36900
2012,Toyota,Corolla,L,Sedan,automatic,ga,4.4,13425.0,white,gray,11900
2013,Hyundai,Sonata,GLS,Sedan,,pa,3.8,26178.0,white,beige,12300
2014,Honda,Odyssey,EX,Minivan,automatic,ca,4.4,19991.0,silver,gray,22900
2013,Hyundai,Sonata,GLS,sedan,automatic,ca,4.2,27406.0,silver,gray,13000
2013,Nissan,Altima,2.5,Sedan,,pa,3.8,17716.0,black,black,13700
2015,Ford,F-250 Super Duty,King Ranch,Crew Cab,automatic,ga,4.6,5709.0,,black,49000
2012,Nissan,Altima,2.5,Sedan,automatic,tx,2.6,20975.0,silver,black,11800
2011,Infiniti,FX,FX35,SUV,automatic,nj,3.5,47008.0,blue,beige,25500
2013,Honda,Civic,EX,Sedan,automatic,pa,4.2,5929.0,burgundy,gray,16200
2014,Scion,FR-S,Base,coupe,manual,fl,3.6,9658.0,black,black,20000
2013,Chevrolet,Corvette,Grand Sport,Coupe,manual,pa,4.7,10789.0,black,black,43750
2011,Mitsubishi,Lancer Evolution,GSR,Sedan,manual,ca,4.2,41124.0,white,black,25250
2013,Dodge,Grand Caravan,SE,Minivan,automatic,ca,3.8,43031.0,white,black,12800
2012,Kia,Soul,+,Wagon,automatic,fl,3.5,58815.0,green,black,10200
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,il,4.6,33523.0,gray,black,21000
2012,Ford,Fiesta,SE,Hatchback,automatic,tn,4.3,46172.0,white,gray,9100
2012,BMW,5 Series,528i,Sedan,automatic,ca,4.4,23608.0,gray,black,27000
2012,Volvo,S60,T5,Sedan,,pa,1.9,34362.0,black,beige,14750
2014,Lexus,GX 460,Base,SUV,automatic,fl,4.5,20739.0,gray,,46500
2013,Chevrolet,Cruze,LTZ,Sedan,automatic,ca,3.4,55280.0,orange,black,12250
2014,Toyota,RAV4,Limited,SUV,automatic,ga,4.9,4185.0,black,black,25400
2014,Ford,Fusion,SE,Sedan,automatic,ga,3.7,35432.0,gray,black,14300
2013,Audi,A6,3.0T Premium Plus quattro,Sedan,automatic,fl,4.3,34694.0,white,beige,34000
2012,Hyundai,Elantra,GLS,Sedan,automatic,oh,4.5,39233.0,white,beige,10800
2014,Ram,1500,SLT,Quad Cab,automatic,fl,4.6,4486.0,gray,black,25800
2013,Chevrolet,Cruze,LTZ,Sedan,automatic,oh,4.7,35006.0,beige,tan,13200
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,tx,3.7,32523.0,silver,black,19400
2013,Ford,C-Max Energi,SEL,Wagon,automatic,fl,3.2,75311.0,,beige,10800
2013,Audi,A4,2.0T Premium Plus quattro,Sedan,manual,ca,4.6,36000.0,white,black,26500
2012,Ford,Taurus,SEL,Sedan,,nj,2.2,50529.0,,black,12400
2011,BMW,1 Series,128i,Convertible,automatic,tx,3.7,59437.0,white,red,16700
2012,Ford,Focus,SE,Sedan,automatic,tx,3.7,32452.0,red,black,9400
2014,Lexus,IS 250,Base,Sedan,automatic,fl,4.5,14609.0,gray,black,29000
2012,Ford,Fiesta,SEL,Sedan,automatic,pa,2.7,17553.0,blue,black,8300
2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.7,39062.0,blue,gray,12200
2012,Kia,Rio,LX,Hatchback,automatic,tx,3.1,36050.0,silver,black,7700
2013,Ford,Explorer,XLT,SUV,automatic,mi,4.8,33822.0,black,black,29700
2011,Mazda,Mazda3,s Sport,Hatchback,automatic,mi,4.2,10961.0,black,black,14000
2012,Ford,Escape,XLT,SUV,automatic,nj,3.8,24786.0,burgundy,tan,14400
2012,Ford,Fusion,SE,Sedan,automatic,pa,4.5,32911.0,blue,black,12400
2012,Nissan,Altima,2.5,Sedan,,pa,3.5,32887.0,gray,black,13800
2013,Ford,Fiesta,SE,Sedan,automatic,mo,3.7,17956.0,blue,black,10300
2013,Chevrolet,Sonic,LT,Sedan,automatic,az,3.4,46366.0,gray,black,7900
2012,Hyundai,Sonata,GLS,Sedan,automatic,oh,4.8,44708.0,gray,gray,11600
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,4.6,36355.0,black,black,11300
2014,Chevrolet,Malibu,LT,Sedan,automatic,az,2.8,7006.0,gold,black,13500
2013,Ford,Fusion,SE,Sedan,automatic,ca,4.3,52664.0,white,black,12500
2012,Hyundai,Sonata,GLS,Sedan,,pa,2.8,29443.0,red,beige,10900
2013,Chevrolet,Equinox,LT,SUV,automatic,fl,4.2,34549.0,gray,black,18801
2013,Honda,Insight,Base,Hatchback,automatic,oh,2.4,21677.0,red,gray,10800
2011,Ford,Fusion,SE,Sedan,automatic,mo,2.5,53930.0,silver,gray,9900
2013,smart,fortwo,pure coupe,Hatchback,automatic,ca,4.8,19260.0,black,black,7250
2012,Lexus,RX 350,Base,SUV,automatic,md,3.7,18175.0,red,tan,28500
2014,Kia,Soul,+,Wagon,automatic,wi,4.8,7266.0,gray,black,14200
2011,Toyota,Camry,XLE,Sedan,automatic,mo,3.7,56453.0,white,beige,12400
2011,Chevrolet,Tahoe,LS,SUV,automatic,fl,2.7,54604.0,black,black,20700
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,tn,4.2,33602.0,white,black,11900
2011,Ford,F-150,FX4,SuperCrew,automatic,mn,4.6,56198.0,gray,black,25000
2012,Hyundai,Elantra,Limited,Sedan,automatic,oh,3.5,42160.0,black,tan,11000
2011,Dodge,Grand Caravan,Express,Minivan,automatic,nj,3.8,102152.0,gray,beige,7200
2013,Dodge,Challenger,SXT,coupe,automatic,ga,2.8,46628.0,white,black,18800
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,nj,4.2,29073.0,blue,black,21000
2011,Ram,1500,SLT,regular cab,automatic,ga,3.2,169566.0,white,gray,5900
2012,Infiniti,G Sedan,G25x,G Sedan,automatic,fl,4.7,11156.0,black,black,19200
2013,Dodge,Journey,SXT,SUV,automatic,ne,4.1,54832.0,white,black,13400
2013,Ford,Taurus,SEL,sedan,automatic,fl,4.2,39272.0,,black,13700
2012,Hyundai,Veloster,Base,Hatchback,automatic,fl,4.0,38716.0,red,red,13900
2012,Volkswagen,Passat,S,Sedan,automatic,fl,3.2,20574.0,gray,gray,10400
2013,Ford,Escape,SEL,suv,,ny,3.5,45551.0,red,black,17300
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,3.0,77803.0,silver,tan,10500
2012,Lincoln,MKT,Base,wagon,automatic,fl,4.3,32008.0,,tan,20900
2013,BMW,5 Series,550i,Sedan,automatic,ca,4.2,15140.0,black,tan,46000
2014,Ford,Edge,SEL,SUV,automatic,ga,4.7,21647.0,red,black,22500
2015,Kia,Sorento,LX,SUV,automatic,fl,5.0,5869.0,gray,gray,19700
2013,Nissan,Leaf,SV,Hatchback,automatic,ca,4.8,13378.0,blue,beige,9250
2013,Nissan,Rogue,S,SUV,automatic,mo,4.0,12393.0,purple,tan,14200
2013,Nissan,Altima,2.5,Sedan,automatic,fl,4.6,17074.0,blue,black,14600
2011,Ford,Fiesta,SE,sedan,automatic,pr,4.3,53182.0,white,black,5500
2011,Infiniti,G Coupe,G37,g coupe,automatic,fl,2.5,37210.0,black,black,14000
2014,Nissan,Versa Note,1.6 SV,Hatchback,,ca,4.5,12607.0,blue,black,12000
2014,Ford,Mustang,V6,Convertible,automatic,ga,4.8,30213.0,white,black,17600
2011,Ford,Escape,Limited,SUV,automatic,pa,3.6,79279.0,black,black,11900
2012,Nissan,Altima,2.5 S,Sedan,,nj,2.7,9254.0,gray,black,14100
2013,GMC,Sierra 1500,SLE,crew cab,automatic,ga,3.6,41081.0,red,black,27800
2013,Hyundai,Sonata,SE,Sedan,automatic,ca,4.2,24269.0,silver,black,12600
2013,Hyundai,Elantra,Limited,sedan,automatic,fl,4.1,14845.0,black,beige,14700
2014,Toyota,Camry,SE,Sedan,automatic,fl,2.7,34364.0,black,black,10800
2012,Nissan,Altima,2.5 S,Sedan,automatic,il,3.1,38012.0,white,beige,12600
2013,Hyundai,Accent,GLS,Sedan,automatic,il,4.0,34733.0,black,tan,10100
2012,Toyota,Corolla,LE,Sedan,,fl,4.6,24256.0,gold,tan,12100
2011,Nissan,Sentra,2.0 SR,Sedan,automatic,ny,3.6,32118.0,black,black,9800
2013,Ford,Escape,SEL,suv,automatic,il,4.4,29955.0,gray,black,19100
2011,Hyundai,Santa Fe,Limited,SUV,automatic,ma,3.3,51641.0,white,tan,16900
2012,Ford,Fusion,SE,Sedan,automatic,ny,4.1,35967.0,blue,black,11100
2013,Acura,TL,Advance Package,Sedan,automatic,il,3.5,47759.0,white,black,22200
2014,Chrysler,Town and Country,Touring,minivan,automatic,fl,4.0,29505.0,blue,black,18000
2013,Lexus,LS 460,L,Sedan,automatic,fl,4.2,36153.0,black,black,54000
2013,Hyundai,Elantra,GLS,Sedan,automatic,mo,3.2,36516.0,,tan,11300
2014,Ford,Expedition,EL King Ranch,SUV,automatic,mo,4.1,31165.0,red,tan,31800
2013,Chrysler,Town and Country,Touring,Minivan,automatic,mi,4.4,17247.0,beige,tan,19800
2011,Chevrolet,Express Cargo,2500,Van,automatic,tx,3.6,184058.0,white,gray,7500
2011,Jeep,Grand Cherokee,Laredo,SUV,automatic,tn,4.9,36243.0,white,gray,22800
2013,Honda,Fit,Sport,Hatchback,automatic,ca,4.4,14869.0,silver,black,14800
2012,Toyota,Camry,LE,Sedan,automatic,nc,4.1,44322.0,silver,gray,15100
2011,Ram,1500,Sport,Crew Cab,automatic,tx,3.6,44564.0,gray,gray,20000
2014,Ford,Fusion,Titanium,sedan,automatic,fl,2.4,27922.0,white,black,17250
2012,Ford,Escape,Limited,suv,automatic,tn,3.8,23879.0,red,beige,16800
2012,Volkswagen,Passat,TDI SE,Sedan,automatic,wi,2.6,86656.0,black,black,12900
2014,Chevrolet,Equinox,LT,SUV,automatic,ca,4.6,40222.0,blue,black,17600
2013,Chrysler,Town and Country,Touring,Minivan,automatic,nv,4.3,40213.0,red,black,16700
2014,Mazda,Mazda2,Sport,Hatchback,automatic,ca,4.6,6756.0,gray,black,11500
2015,Kia,Sorento,SX,SUV,automatic,ca,4.5,11707.0,black,black,27300
2012,Volkswagen,Jetta,TDI,Sedan,automatic,nc,,96321.0,gray,gray,9800
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,fl,2.9,45717.0,black,black,15400
2012,Jeep,Patriot,Latitude,SUV,automatic,fl,4.1,31442.0,black,black,12800
2013,Ford,Escape,SE,SUV,automatic,mi,4.9,31870.0,blue,black,15400
2013,Nissan,Sentra,SV,Sedan,automatic,oh,3.7,43649.0,silver,,10300
2011,Chevrolet,Cruze,LS,Sedan,automatic,nc,3.7,65850.0,blue,black,8300
2014,Dodge,Challenger,R/T,Coupe,manual,ga,4.6,1.0,gray,gray,1200
2014,Jeep,Wrangler,Unlimited Sahara,SUV,,on,5.0,14492.0,black,black,30700
2014,Lincoln,MKX,Base,SUV,automatic,fl,4.4,11166.0,,black,34000
2012,Ford,Taurus,SE,Sedan,automatic,nc,3.6,80054.0,white,beige,12100
2012,Honda,Accord,EX-L,Sedan,automatic,nj,3.5,32624.0,burgundy,beige,14500
2011,Honda,Accord Crosstour,EX-L,Hatchback,automatic,pa,4.1,41674.0,white,tan,16700
2012,Honda,CR-V,EX-L,SUV,,fl,4.1,33997.0,black,black,20400
2012,Mitsubishi,Outlander Sport,SE,SUV,,pa,2.7,17667.0,red,black,14200
2013,Chrysler,200,Limited,Sedan,automatic,nj,3.9,20525.0,blue,black,13500
2014,Toyota,Camry,SE,Sedan,automatic,oh,4.6,12394.0,white,black,16800
2014,Ford,Explorer,XLT,SUV,automatic,tx,3.3,35881.0,blue,black,24600
2012,Dodge,Grand Caravan,SXT,Minivan,automatic,mo,3.5,60863.0,white,black,12200
2011,Ford,F-150,Lariat,SuperCrew,automatic,ne,3.6,71390.0,gray,black,23750
2013,Ford,Edge,SEL,suv,automatic,ca,4.8,69090.0,black,black,17000
2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,ca,4.2,57032.0,gray,black,15300
2013,Toyota,Tundra,Tundra,CrewMax Cab,automatic,tx,3.6,59516.0,white,gray,23800
2012,Scion,iQ,Base,Hatchback,automatic,ca,3.8,32513.0,black,black,8100
2013,Honda,Accord,LX,Sedan,automatic,il,3.9,24452.0,black,tan,15700
2013,Infiniti,QX,QX56,SUV,automatic,tn,4.6,16471.0,,black,52400
2013,Nissan,Rogue,S,SUV,automatic,ca,4.1,34240.0,black,black,15200
2014,Chevrolet,Captiva Sport,LTZ Fleet,SUV,automatic,ca,3.9,32591.0,red,beige,16300
2012,Ford,Fusion,SEL,sedan,automatic,ny,3.6,39577.0,black,black,11900
2012,Infiniti,QX,QX56,SUV,automatic,tx,4.2,48280.0,white,black,41200
2012,Porsche,Cayenne,Base,SUV,automatic,pa,4.0,56466.0,white,black,39250
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,ga,3.7,32214.0,white,black,21000
2013,Ford,Fusion,SE,sedan,automatic,il,4.3,40304.0,gray,black,13300
2013,Nissan,Altima,2.5,Sedan,automatic,nj,3.9,28873.0,black,black,15400
2012,Nissan,Altima,2.5 S,Sedan,,fl,2.7,56805.0,,black,11600
2013,Audi,A6,2.0T Premium Plus quattro,sedan,automatic,fl,3.4,21199.0,gray,black,30700
2013,Honda,CR-Z,Base,Hatchback,automatic,ga,4.4,22982.0,gray,black,11700
2013,Ford,Fusion,Titanium,Sedan,automatic,il,4.8,18953.0,black,black,20600
2013,Chevrolet,Cruze,2LT,Sedan,automatic,oh,4.0,53000.0,gray,black,10700
2012,Chevrolet,Impala,LTZ,sedan,automatic,tx,3.2,73916.0,silver,black,10200
2013,Ford,Explorer,XLT,SUV,automatic,il,1.9,63442.0,black,black,23800
2014,Chrysler,Town and Country,Touring,Minivan,,on,4.2,17942.0,gray,black,24500
2014,Ford,E-Series Van,E-250,E-Series Van,,pa,4.4,6653.0,white,gray,23500
2013,Ford,F-150,XLT,SuperCrew,automatic,tn,4.4,25757.0,red,gray,28800
2012,Buick,Verano,Base,sedan,,pa,4.1,17119.0,black,tan,13800
2012,Chevrolet,Impala,LT,Sedan,automatic,wi,4.3,22096.0,gray,gray,12300
2013,Chevrolet,Malibu,LT,sedan,automatic,co,4.0,51505.0,gray,black,11800
2014,Nissan,Altima,2.5 S,Sedan,automatic,wa,2.9,32651.0,black,beige,13100
2012,Toyota,Camry,XLE,Sedan,automatic,wi,3.9,15271.0,gray,gray,19800
2013,Kia,Rio,EX,Sedan,automatic,fl,3.5,17429.0,silver,gray,9600
2012,Ford,Fusion,SE,Sedan,automatic,pa,4.6,32479.0,gray,black,12800
2012,Chevrolet,Impala,LS,Sedan,automatic,nc,4.6,47243.0,silver,gray,11500
2011,Mercedes-Benz,E-Class,E350,Sedan,,ga,1.9,51014.0,blue,gray,21500
2012,Chevrolet,Traverse,LT,SUV,,nj,3.6,26788.0,black,black,19200
2013,Chevrolet,Equinox,LTZ,suv,automatic,ga,4.2,53955.0,silver,black,16800
2014,Toyota,Camry,LE,Sedan,automatic,nc,3.3,17261.0,white,gray,15000
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4.0,9956.0,white,beige,21600
2012,Acura,MDX,Base,SUV,automatic,hi,4.1,60570.0,black,black,22500
2012,Ford,Fusion,SE,Sedan,automatic,ny,2.9,27449.0,silver,black,10100
2013,Dodge,Journey,SXT,SUV,automatic,tn,4.0,37170.0,white,black,14200
2012,BMW,5 Series,535i xDrive,Sedan,automatic,ma,3.4,47623.0,gray,black,26800
2013,Ford,Explorer,XLT,SUV,,pa,3.8,58513.0,white,black,22000
2013,Nissan,Maxima,3.5 S,Sedan,automatic,va,3.7,31922.0,silver,black,15900
2013,Nissan,Altima,2.5,Sedan,automatic,nj,3.2,39224.0,white,tan,12700
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,tx,3.7,53391.0,red,gray,17000
2012,Infiniti,G Coupe,G37x,G Coupe,automatic,il,3.4,37094.0,black,black,22000
2013,Hyundai,Elantra,GLS,Sedan,automatic,fl,4.8,12023.0,silver,gray,13500
2011,Volkswagen,Jetta,SE PZEV,Sedan,automatic,ca,4.1,62765.0,silver,gray,9700
2014,Ford,Fiesta,SE,hatchback,automatic,mn,3.8,45917.0,black,black,9400
2013,Lincoln,MKX,Base,SUV,automatic,tn,2.8,50079.0,black,brown,22000
2012,Ford,Escape,XLT,SUV,automatic,fl,3.5,167164.0,white,gray,7500
2013,Hyundai,Elantra,GLS,Sedan,automatic,nj,2.5,24417.0,gray,gray,9000
2013,Dodge,Avenger,SE,Sedan,automatic,ga,3.6,31241.0,gray,black,10300
2014,Nissan,Versa Note,1.6 SV,Hatchback,,nv,4.2,37095.0,blue,blue,11000
2012,Kia,Forte,LX,Sedan,automatic,fl,3.7,41347.0,black,gray,8400
2013,Ford,Escape,SE,SUV,automatic,nj,4.7,20186.0,gray,gray,19500
2014,Nissan,Sentra,SR,Sedan,automatic,il,4.4,11345.0,,black,12800
2013,Ford,Escape,SEL,SUV,automatic,wi,4.4,18896.0,silver,black,18800
2012,Chrysler,200,Touring,Sedan,automatic,ne,3.6,46632.0,white,black,10800
2014,Ford,Mustang,V6,Coupe,automatic,ca,4.8,40226.0,white,beige,17500
2011,Lexus,IS 250,Base,Sedan,automatic,va,4.1,87383.0,black,gray,15900
2012,Toyota,Venza,LE,Wagon,automatic,fl,4.2,37056.0,white,beige,19400
2012,Ford,Explorer,Limited,SUV,automatic,ca,2.9,69220.0,white,gray,23000
2012,Ford,Fusion,SEL,Sedan,automatic,ga,3.3,69590.0,silver,black,10400
2013,Chevrolet,Malibu,LTZ,Sedan,automatic,tx,4.4,62388.0,silver,black,12500
2012,Nissan,Altima,2.5 S,Sedan,automatic,pa,3.8,50873.0,red,tan,10700
2013,Nissan,Altima,2.5,Sedan,automatic,nj,2.5,4309.0,white,black,16900
2012,BMW,X3,xDrive35i,SUV,,pa,4.8,24604.0,gray,red,32250
2013,Chevrolet,Malibu,LT,Sedan,automatic,oh,4.1,35797.0,silver,black,13400
2011,Nissan,Maxima,3.5 SV,Sedan,,nj,3.5,27678.0,white,black,16600
2012,Honda,Civic,EX,Sedan,automatic,il,3.7,34209.0,black,gray,12200
2012,Toyota,RAV4,Limited,SUV,automatic,mo,4.7,38153.0,red,gray,20900
2013,Ford,Fusion,SE,Sedan,automatic,nj,2.9,59939.0,burgundy,black,10600
2014,Ford,Fiesta,SE,Hatchback,automatic,tx,4.8,38373.0,red,black,10000
2013,Nissan,Murano,LE,SUV,automatic,wa,4.2,10431.0,blue,black,30500
2013,Hyundai,Sonata,GLS,Sedan,automatic,fl,4.1,27768.0,black,gray,13700
2012,Nissan,Altima,2.5 S,Sedan,automatic,ca,3.7,51519.0,silver,black,11000
2013,Nissan,Altima,2.5,Sedan,automatic,nv,3.6,52678.0,black,black,12800
2013,Lexus,RX 350,Base,SUV,,pa,4.0,13468.0,white,black,34700
2012,Chevrolet,Tahoe,LT,suv,,ga,4.5,138870.0,white,tan,22400
2013,Chevrolet,Cruze,1LT,Sedan,automatic,ne,3.7,45161.0,silver,black,11200
2012,Nissan,Sentra,2.0,Sedan,,ca,2.1,32247.0,blue,gray,7300
2013,Nissan,Altima,2.5 S,Coupe,,pa,3.5,38092.0,,black,14100
2013,Cadillac,ATS,Standard,Sedan,automatic,co,4.2,20431.0,black,black,20000
2014,Ford,Focus,SE,Sedan,automatic,tn,4.0,18679.0,,black,12000
2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,tx,4.0,48621.0,gold,,34501
2014,Hyundai,Sonata,GLS,Sedan,automatic,ca,2.0,25595.0,red,gray,10600
2014,Toyota,Camry,SE,sedan,automatic,il,3.0,41117.0,white,black,14000
2012,Chrysler,200,LX,Sedan,automatic,il,2.6,32018.0,gray,black,10200
2013,Ford,Edge,SEL,SUV,automatic,ca,5.0,8628.0,black,black,24100
2012,Nissan,Rogue,S,SUV,automatic,pa,4.2,22120.0,white,black,16400
2013,Dodge,Dart,SE,Sedan,automatic,nc,4.4,54481.0,black,black,9300
2013,Ford,Edge,Limited,SUV,automatic,co,2.8,51481.0,black,brown,20800
2014,Chrysler,200,Limited,Sedan,,on,4.0,31484.0,black,black,13800
2011,Mazda,Mazda3,i Touring,Sedan,automatic,la,2.7,77605.0,silver,black,7900
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,ca,4.2,46124.0,black,black,27000
2014,Chevrolet,Cruze,LS,Sedan,,pa,4.6,20471.0,red,black,11000
2012,Ford,Explorer,XLT,SUV,automatic,ga,4.4,50249.0,black,black,21200
2013,Ford,Explorer,XLT,SUV,automatic,ca,4.4,35211.0,white,beige,27600
2014,Kia,Sorento,LX,SUV,automatic,mo,3.5,55547.0,burgundy,black,15300
2015,Kia,Sorento,LX,SUV,automatic,oh,4.9,9166.0,white,black,21200
2013,BMW,3 Series,328i,Sedan,automatic,ca,2.8,59335.0,black,black,24500
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,mo,4.4,42313.0,gray,black,15800
2014,Dodge,Avenger,SE,Sedan,automatic,il,4.0,31679.0,gray,black,18900
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,oh,3.6,53350.0,silver,black,14301
2011,Ford,Fusion,SE,Sedan,automatic,nc,4.3,47243.0,silver,gray,10200
2013,Nissan,Altima,2.5,Sedan,automatic,il,3.7,32107.0,black,tan,13400
2012,Toyota,Camry,SE,Sedan,automatic,fl,3.8,39596.0,black,black,14800
2012,Nissan,Versa,1.8 S,Hatchback,,pa,1.9,49273.0,gray,black,5600
2012,Ford,Transit Connect,Cargo Van XLT,minivan,automatic,va,3.6,92740.0,white,gray,10300
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,wi,2.6,59762.0,white,black,10000
2012,Hyundai,Sonata,Limited,Sedan,automatic,pa,3.5,40790.0,gray,gray,14900
2014,Ford,Taurus,Limited,sedan,automatic,il,4.3,38777.0,white,black,17900
2011,GMC,Terrain,SLE-2,suv,automatic,wa,4.9,74722.0,silver,black,15100
2013,Honda,Accord,EX-L V-6,Coupe,manual,ga,4.6,18970.0,gray,black,20900
2013,Cadillac,ATS,Luxury,Sedan,automatic,il,2.5,47439.0,blue,black,18501
2013,Ford,Explorer,XLT,SUV,automatic,il,3.1,20826.0,black,black,24600
2011,Jeep,Grand Cherokee,Laredo,suv,automatic,fl,4.3,111108.0,white,gray,18000
2013,Hyundai,Elantra,GLS,sedan,automatic,nj,3.9,13428.0,silver,gray,11600
2011,Infiniti,G Coupe,G37x,G Coupe,automatic,fl,3.6,20704.0,,gray,20200
2014,Mitsubishi,Mirage,ES,Hatchback,automatic,nv,3.5,14575.0,purple,black,10100
2012,Ford,Focus,SE,Hatchback,automatic,tn,4.0,20752.0,,black,11100
2014,BMW,3 Series,328i,Sedan,automatic,oh,4.8,5891.0,white,gray,38250
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,pa,2.5,66696.0,black,black,8600
2011,Toyota,Sienna,XLE 8-Passenger,Minivan,automatic,wi,4.1,116536.0,gray,gray,14700
2011,Buick,LaCrosse,CXS,Sedan,automatic,va,4.3,45281.0,beige,beige,17500
2011,Honda,Odyssey,LX,Minivan,automatic,fl,3.4,75664.0,silver,gray,14100
2012,Volkswagen,Passat,SE,Sedan,,pa,3.2,44998.0,,black,10900
2011,Ford,Ranger,XLT,SuperCab,automatic,mo,4.8,38196.0,blue,black,20200
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4.0,22535.0,red,black,14000
2013,Dodge,Journey,SXT,SUV,automatic,sc,1.0,33704.0,silver,gray,10600
2012,Volkswagen,Routan,SE,Minivan,automatic,ca,3.8,48298.0,blue,tan,15600
2013,Ford,Escape,SE,SUV,automatic,ca,1.9,82256.0,silver,black,11500
2011,GMC,Sierra 1500,SLE,Crew Cab,automatic,mi,4.9,24056.0,white,black,23500
2013,Dodge,Challenger,SXT,Coupe,automatic,sc,4.1,55146.0,gray,gray,17600
2012,Ford,Escape,XLT,suv,automatic,in,4.2,91355.0,white,gray,9300
2012,Infiniti,M,M37x,Sedan,automatic,fl,3.2,45320.0,gray,tan,23800
2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,ca,4.5,17109.0,silver,gray,27000
2014,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wi,4.9,8774.0,,black,44000
2012,Nissan,Leaf,SV,hatchback,automatic,ca,4.3,34245.0,blue,blue,7400
2014,Ram,1500,Sport,Crew Cab,automatic,co,4.9,13213.0,black,black,34900
2014,Toyota,RAV4,LE,SUV,automatic,or,1.0,13402.0,silver,black,16500
2014,Nissan,Altima,2.5 S,Sedan,automatic,sc,2.8,32125.0,silver,gray,13100
2013,Cadillac,Escalade,Premium,suv,automatic,ca,4.8,28657.0,white,black,50250
2012,,,,,automatic,fl,2.4,59712.0,white,black,7900
2012,Hyundai,Elantra,GLS,Sedan,automatic,ca,4.2,18835.0,silver,gray,11400
2013,Ford,Fusion,SE,Sedan,automatic,mi,4.9,18447.0,white,black,16000
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.2,44832.0,black,black,10700
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,mi,4.2,39902.0,silver,black,24800
2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,tx,3.7,32080.0,gray,beige,19600
2012,Honda,Civic,Hybrid,Sedan,automatic,ca,4.2,19390.0,gray,gray,15200
2011,Acura,MDX,Base,suv,automatic,pa,3.8,131081.0,black,black,18500
2014,Dodge,Charger,SE,Sedan,automatic,ca,3.0,24510.0,,black,17500
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,pa,3.4,66677.0,gray,black,14500
2014,Ford,Fusion,SE,Sedan,automatic,mi,4.5,4418.0,silver,black,16000
2012,Honda,Civic,EX,Sedan,automatic,ga,4.0,53439.0,white,gray,11900
2011,Chevrolet,Impala,LS Fleet,sedan,automatic,hi,2.8,29760.0,blue,silver,9100
2014,Chevrolet,Silverado 2500HD,LT,Crew Cab,,nc,4.4,39383.0,white,,37400
2012,Ford,F-150,Platinum,SuperCrew,automatic,il,2.1,101303.0,black,brown,21000
2011,Chevrolet,Equinox,LT1,SUV,automatic,fl,4.3,116340.0,black,black,9300
2013,Ford,Focus,SE,Sedan,automatic,tx,4.6,11218.0,,black,11900
2014,Ford,Fiesta,SE,Hatchback,automatic,ca,4.9,8726.0,white,black,12100
2012,Honda,Civic,LX,Sedan,automatic,pa,3.7,13134.0,gray,tan,11700
2013,Nissan,Sentra,SV,Sedan,automatic,wa,3.2,62790.0,red,beige,9200
2014,Kia,Soul,+,Wagon,automatic,ma,4.4,4857.0,white,black,14700
2013,Jeep,Patriot,Sport,SUV,automatic,tx,4.2,33274.0,black,blue,12000
2013,Nissan,Altima,2.5,Sedan,,pa,4.6,29308.0,silver,black,14400
2012,Chevrolet,Traverse,LS,SUV,automatic,oh,4.4,58029.0,blue,gray,15800
2014,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,fl,3.9,36315.0,black,black,37100
2013,Lincoln,MKZ,Base,Sedan,automatic,ca,4.1,30094.0,black,gray,21000
